epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
142,2063.26,0.83682,0.77633,1.25688,0.77462,0.80334,0.84245,0.62081,1.03616,1.45888,1.33906,0.000137561,0.000137561,0.000137561
143,2077.82,0.83872,0.78622,1.26264,0.77002,0.77318,0.83359,0.60786,1.05297,1.53586,1.36202,0.000133082,0.000133082,0.000133082
144,2092.22,0.8385,0.77024,1.26284,0.75958,0.78888,0.84258,0.60781,1.05171,1.47706,1.3556,0.000128604,0.000128604,0.000128604
145,2106.67,0.81665,0.77336,1.24686,0.80097,0.7819,0.8409,0.6097,1.07197,1.44963,1.3522,0.000124126,0.000124126,0.000124126
146,2121,0.81514,0.75745,1.24172,0.8011,0.75169,0.83386,0.61194,1.07127,1.45629,1.36201,0.000119647,0.000119647,0.000119647
147,2135.45,0.83272,0.77185,1.25651,0.81648,0.78944,0.83629,0.60407,1.07031,1.49416,1.36325,0.000115169,0.000115169,0.000115169
148,2149.87,0.81931,0.75941,1.25408,0.79869,0.79395,0.84595,0.61096,1.08241,1.3821,1.35884,0.000110691,0.000110691,0.000110691
149,2164.42,0.81908,0.7626,1.23559,0.81021,0.79324,0.84603,0.61607,1.05476,1.39699,1.33923,0.000106212,0.000106212,0.000106212
150,2178.78,0.81415,0.7592,1.24611,0.82686,0.7784,0.83816,0.6036,1.09544,1.48895,1.36453,0.000101734,0.000101734,0.000101734
151,2193.19,0.81432,0.74223,1.24054,0.79893,0.7802,0.84197,0.61302,1.05919,1.56811,1.34928,9.72559e-05,9.72559e-05,9.72559e-05
152,2207.62,0.81686,0.73323,1.246,0.77575,0.78407,0.84423,0.61608,1.06196,1.53771,1.3474,9.27776e-05,9.27776e-05,9.27776e-05
153,2222.03,0.80722,0.74805,1.23347,0.78763,0.77438,0.84881,0.60796,1.10985,1.53514,1.36955,8.82993e-05,8.82993e-05,8.82993e-05
154,2236.26,0.79549,0.73714,1.22803,0.80204,0.7753,0.84483,0.61665,1.05263,1.51642,1.33574,8.3821e-05,8.3821e-05,8.3821e-05
155,2250.91,0.8002,0.74861,1.23446,0.80614,0.78025,0.83614,0.60485,1.06961,1.58916,1.35365,7.93427e-05,7.93427e-05,7.93427e-05
156,2265.48,0.80248,0.74449,1.23552,0.79273,0.79186,0.84341,0.59936,1.09019,1.48197,1.36426,7.48644e-05,7.48644e-05,7.48644e-05
157,2279.97,0.79983,0.73783,1.2363,0.82561,0.7667,0.83635,0.60872,1.0959,1.66612,1.38109,7.03861e-05,7.03861e-05,7.03861e-05
